gene	parentterm	Sider_MI	Sider_drug	OT_MI	OT_maxPhaseForIndication	OT_drug	phenotype_omim	phenotype_coloc	phenotype_eqtl_Pheno	phenotype_coloc_tissue	phenotype_Pheno_hgmd	phenotype_Pheno_genebass	Opentargets_Pheno_eva	Opentargets_OTG_lessL2G	genescores_Tissuespecific_PT_V80.01	phenotype_eqtl_tissue	genescores_oe_dichotomized	genescoresum	Number_predictors	order	percent	category	parentterm_description	Clinvar_phenotype_description	Colocpheno_phenotype_description	Coloctissue_phenotype_description	Eqtlpheno_phenotype_description	Eqtltissue_phenotype_description	Genebass_phenotype_description	Hgmd_phenotype_description	Omim_phenotype_description	OTG_less_l2g_phenotype_description	Druggable_gene	OR_cutoff	therapeutic
TEX9	361	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6745187	98.3950455201227	sense organs	Retinal detachments and defects	0	Retinal detachments and defects	0	0	0	Date H33 first reported (retinal detachments and breaks)	0	0	0	Not druggable	4	0
NEK1	362	NA	NA	NA	NA	NA	1	0	0	1	0	1	0	0	0	0	0	1.23389794530968	3	6799557	99.1881649139851	sense organs	Other retinal disorders	0	0	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta	0	0	Date H36 first reported (retinal disorders in diseases classified elsewhere)	0	short-rib thoracic dysplasia 6 with or without polydactyly, 263520 (3)	0	DRUGGABLE GENOME	5	0
OTUD7B	701	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6802313	99.2283679128721	dermatologic	Other hypertrophic and atrophic conditions of skin	0	0	0	0	0	Date L72 first reported (follicular cysts of skin and subcutaneous tissue);Date L91 first reported (hypertrophic disorders of skin)	0	0	Dermatologic disease	Not druggable	5	0
AHCY	716	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6743413	98.3691673923921	musculoskeletal	Other arthropathies	0	Unspecified monoarthritis;Arthropathy NOS;Other arthropathies	0	0	0	Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	0	DRUGGABLE GENOME	4	0
CFAP54	740	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6759037	98.5970816357194	musculoskeletal	Osteoarthrosis	0	Osteoarthrosis	0	0	0	Date M16 first reported (coxarthrosis [arthrosis of hip])	0	0	0	Not druggable	4	0
HLA-A	701	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6740845	98.3317068331969	dermatologic	Other hypertrophic and atrophic conditions of skin	0	Diagnoses - main ICD10: L72 Follicular cysts of skin and subcutaneous tissue	0	0	0	Date L72 first reported (follicular cysts of skin and subcutaneous tissue);Date L91 first reported (hypertrophic disorders of skin)	0	0	0	DRUGGABLE GENOME	4	0
TTLL13P	317	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6829323	99.6223748068987	mental disorders	Alcohol-related disorders	0	Reason for reducing amount of alcohol drunk: Doctor's advice;Reason for reducing amount of alcohol drunk: Health precaution	Uterus	0	0	Date F10 first reported (mental and behavioural disorders due to use of alcohol)	0	0	0	Not druggable	5	0
SLC25A17	562	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6806259	99.2859299715107	digestive	Diverticulosis and diverticulitis	0	Diagnoses - main ICD10: K57 Diverticular disease of intestine;Diverticulosis;Diverticulosis and diverticulitis	ColonTransverse	0	0	Date K57 first reported (diverticular disease of intestine)	0	0	0	DRUGGABLE GENOME	5	0
TSLP	495	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	0	1	1	0	2.29889676734919	6	6851321	99.943269425736	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma;Asthma	Spleen	Asthma,Doctor diagnosed asthma	ColonTransverse;Spleen	Date J45 first reported (asthma)	0	0	0	DRUGGABLE GENOME	6	0
ABO	433	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	0	1	0	1.49786004153693	4	6832487	99.6685294834148	circulatory system	Cerebrovascular disease	0	0	AdiposeSubcutaneous;Thyroid;BreastMammaryTissue;Spleen	0	AdiposeSubcutaneous;BrainHippocampus;BreastMammaryTissue;Spleen;Thyroid	Date I64 first reported (stroke, not specified as haemorrhage or infarction)	0	0	Thrombosis;Coronary artery disease or ischemic stroke;Ischemic stroke	Not druggable	6	0
BAG4	401	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6801531	99.2169605307496	circulatory system	Hypertension	0	0	0	0	0	Date I11 first reported (hypertensive heart disease)	0	0	Hypertension	Not druggable	5	0
SLC19A1	275	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	0	0.898567740457355	2	6734558	98.2399955654167	hematopoietic	Disorders of iron metabolism	0	0	0	0	0	Date E83 first reported (disorders of mineral metabolism)	0	?megaloblastic anemia, folate-responsive, 601775 (3)	0	DRUGGABLE GENOME	4	0
MICB	535	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	1	0	0.914336366006842	4	6737378	98.2811321607945	digestive	Gastritis and duodenitis	0	Gastritis and duodenitis	AdrenalGland;BrainFrontalCortexBA9;CellsEBVtransformedlymphocytes;Liver;Lung;Spleen	0	AdrenalGland;BrainFrontalCortexBA9;CellsEBVtransformedlymphocytes;Liver;Lung;Spleen	0	0	0	0	Not druggable	4	0
RPP14	250	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	1	0	0	0	2.16982001054256	4	6849627	99.918558293619	endocrine/metabolic	Diabetes mellitus	0	Type 2 diabetes	ArteryTibial	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Diabetes or endocrine disease	Not druggable	6	0
DMRTA2	250	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6801835	99.2213951140811	endocrine/metabolic	Diabetes mellitus	0	0	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes	Not druggable	5	0
FOCAD	580	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757179	98.5699781625946	genitourinary	Nephritis; nephrosis; renal sclerosis	0	Nephritis; nephrosis; renal sclerosis	0	0	0	Date N08 first reported (glomerular disorders in diseases classified elsewhere)	0	0	0	Not druggable	4	0
RALGAPA1	345	NA	NA	NA	NA	NA	1	0	0	1	1	0	1	0	0	0	1	2.09600026960465	5	6848470	99.901680619558	neurological	Epilepsy, recurrent seizures, convulsions	Infantile spasms	0	BrainCerebellarHemisphere;Liver;Stomach;BrainCerebellum	0	0	0	neurodevelopmental disability%2c muscular hypotonia%2c feeding abnormalities%2c recurrent fever and infantile spasms;neurodevelopmental disability%2c muscular hypotonia%2c feeding abnormalities and infantile spasms	neurodevelopmental disorder with hypotonia, neonatal respiratory insufficiency, and thermodysregulation, 618797 (3)	0	Not druggable	6	0
IKZF1	714	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	1	1	0	1	1.8047148514694	4	6842716	99.817744460053	musculoskeletal	Rheumatoid arthritis and other inflammatory polyarthropathies	0	0	0	Rheumatoid arthritis,Rheumatoid arthritis and other inflammatory polyarthropathies	0	0	0	0	Rheumatoid arthritis	Not druggable	6	0
LRRC34	242	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	1	0	1.32640877438357	5	6821765	99.5121228963081	endocrine/metabolic	Thyrotoxicosis with or without goiter	0	Thyrotoxicosis with or without goiter	AdiposeSubcutaneous	0	AdiposeSubcutaneous	Date E05 first reported (thyrotoxicosis [hyperthyroidism])	0	0	0	Not druggable	5	0
AJM1	395	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6757861	98.5799268002001	circulatory system	Heart valve disorders	0	Nonrheumatic mitral valve disorders	0	0	0	Date I35 first reported (nonrheumatic aortic valve disorders)	0	0	0	Not druggable	4	0
CLCN3	278	NA	NA	NA	NA	NA	0	0	0	1	1	1	0	0	0	0	1	1.21463912837353	4	6798145	99.1675674414059	endocrine/metabolic	Overweight, obesity and other hyperalimentation	0	0	BrainPutamenbasalganglia	0	0	Date E66 first reported (obesity)	optic atrophy and obesity	0	0	DRUGGABLE GENOME	5	0
ADH4	316	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765471	98.6909372579396	mental disorders	Substance addiction and disorders	0	0	0	0	0	0	0	0	0	DRUGGABLE GENOME	4	0
SPECC1	540	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6754722	98.5341368098133	digestive	Appendiceal conditions	0	Diagnoses - main ICD10: K35 Acute appendicitis	0	0	0	Date K35 first reported (acute appendicitis)	0	0	0	Not druggable	4	0
ABCB4	571	NA	NA	NA	NA	NA	1	0	0	0	1	0	1	0	1	0	0	2.10149594572341	4	6848506	99.9022057675841	digestive	Chronic liver disease and cirrhosis	Cholestasis, progressive familial intrahepatic 1;Progressive familial intrahepatic cholestasis 3	0	0	0	0	0	liver cirrhosis;hepatomegaly/cirrhosis/liver failure;cirrhosis;abcb4 deficiency;primary biliary cirrhosis;intrahepatic cholestasis%2c familial progressive	cholestasis, progressive familial intrahepatic 3, 602347 (3);gallbladder disease 1, 600803 (3)	0	DRUGGABLE GENOME	6	0
PITPNM1	351	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6750641	98.4746054460768	neurological	Other peripheral nerve disorders	0	Diagnoses - main ICD10: G56 Mononeuropathies of upper limb	0	0	0	Date G56 first reported (mononeuropathies of upper limb)	0	0	0	Not druggable	4	0
TM6SF2	367	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	0	1.42241739731351	2	6825980	99.5736089776973	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Reason for glasses/contact lenses: For short-sightedness, i.e. only or mainly for distance viewing such as driving, cinema etc (called 'myopia')	0	0	0	0	0	0	Spherical equivalent or myopia (age of diagnosis);Spherical equivalent;Refractive error	Not druggable	5	0
AQP3	367	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6741470	98.3408239864278	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called 'presbyopia')	0	0	0	Date H52 first reported (disorders of refraction and accommodation)	0	0	0	Not druggable	4	0
UBE2L6	250	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6763636	98.6641692960537	endocrine/metabolic	Diabetes mellitus	0	Non-cancer illness code, self-reported: diabetes	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus)	0	0	0	Not druggable	4	0
TRIM17	402	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773684	98.8107439451162	circulatory system	Elevated blood pressure reading without diagnosis of hypertension	0	Vascular/heart problems diagnosed by doctor: High blood pressure	SkinNotSunExposedSuprapubic	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
KIF13B	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6815569	99.4217390860382	circulatory system	Ischemic Heart Disease	0	Angina pectoris	ArteryAorta	0	0	Date I21 first reported (acute myocardial infarction);Date I22 first reported (subsequent myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease);Date I24 first reported (other acute ischaemic heart diseases)	0	0	0	Not druggable	5	0
LYG1	557	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	1	0	0	1.44810935975741	4	6828251	99.6067370656771	digestive	Intestinal malabsorption (non-celiac)	0	Celiac disease;Intestinal malabsorption (non-celiac)	SmallIntestineTerminalIleum;Spleen;WholeBlood;BrainCortex	0	0	Date K90 first reported (intestinal malabsorption)	0	0	0	DRUGGABLE GENOME	5	0
FER	296	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	0	0	0	0	1.93481978497413	3	6845553	99.8591290419987	mental disorders	Mood disorders	0	Non-cancer illness code, self-reported: depression	0	Irritability	0	Date F31 first reported (bipolar affective disorder);Date F39 first reported (unspecified mood [affective] disorder)	0	0	0	DRUGGABLE GENOME	6	0
APBB2	520	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6741467	98.3407802240923	digestive	Disorders of tooth development	0	Disorders of tooth development	0	0	0	Date K01 first reported (embedded and impacted teeth)	0	0	0	Not druggable	4	0
ANKLE2	349	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779528	98.8959929746864	neurological	Other and unspecified disorders of the nervous system	0	0	0	0	0	Date G98 first reported (other disorders of nervous system, not elsewhere classified)	muscular and neurological disease	0	0	Not druggable	5	0
TLR4	618	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752878	98.5072375609208	genitourinary	Genital prolapse	0	Non-cancer illness code, self-reported: vaginal prolapse/uterine prolapse	0	0	0	Date N81 first reported (female genital prolapse)	0	0	0	DRUGGABLE GENOME	4	0
ITIH3	555	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6744741	98.3885395195771	digestive	Inflammatory bowel disease and other gastroenteritis and colitis	0	Ulcerative colitis	0	0	0	Date K50 first reported (crohn's disease [regional enteritis]);Date K51 first reported (ulcerative colitis)	0	0	0	DRUGGABLE GENOME	4	0
COLEC11	389	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0.972272899829516	3	6763982	98.6692165520823	sense organs	Hearing loss	0	0	CellsEBVtransformedlymphocytes;Prostate;Thyroid	0	0	0	0	3mc syndrome 2, 265050 (3)	0	Not druggable	4	0
BTN3A1	306	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765598	98.6927898634761	mental disorders	Other mental disorder	0	0	0	Frequency of unenthusiasm / disinterest in last 2 weeks,Seen doctor (GP) for nerves, anxiety, tension or depression,Seen a psychiatrist for nerves, anxiety, tension or depression	0	0	0	0	0	DRUGGABLE GENOME	4	0
TNKS	374	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6751919	98.4932482010033	sense organs	Other disorders of eyelids	0	Diagnoses - main ICD10: H02 Other disorders of eyelid	0	0	0	Date H02 first reported (other disorders of eyelid)	0	0	0	DRUGGABLE GENOME	4	0
ARHGEF37	740	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6807698	99.3069213051095	musculoskeletal	Osteoarthrosis	0	Osteoarthritis; localized;Osteoarthrosis;Osteoarthrosis NOS	EsophagusMuscularis	0	0	Date M16 first reported (coxarthrosis [arthrosis of hip])	0	0	0	Not druggable	5	0
KCNH4	245	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781128	98.9193328869575	endocrine/metabolic	Thyroiditis	0	0	0	0	0	Date E06 first reported (thyroiditis)	0	0	Thyroid problem (not cancer)	DRUGGABLE GENOME	5	0
SLC38A11	315	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	1	1	0	1.02169201559404	4	6769444	98.7488931775978	mental disorders	Develomental delays and disorders	0	0	Thyroid;MinorSalivaryGland	0	Thyroid	0	developmental disorder	0	0	Not druggable	4	0
RANBP6	379	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6747859	98.4340231736154	sense organs	Other disorders of eye	0	Eye problems/disorders: Diabetes related eye disease	0	0	0	Date H21 first reported (other disorders of iris and ciliary body)	0	0	0	Not druggable	4	0
DNAJA4	317	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6755173	98.5407157475847	mental disorders	Alcohol-related disorders	0	Reason for reducing amount of alcohol drunk: Illness or ill health;Alcoholism	0	0	0	Date F10 first reported (mental and behavioural disorders due to use of alcohol)	0	0	0	Not druggable	4	0
RNF139	562	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6756567	98.5610506461509	digestive	Diverticulosis and diverticulitis	0	Non-cancer illness code, self-reported: diverticular disease/diverticulitis	0	0	0	Date K57 first reported (diverticular disease of intestine)	0	0	0	Not druggable	4	0
MFHAS1	495	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	0	0	1	0	1.81311919960029	4	6842781	99.818692643989	respiratory	Asthma	0	Asthma	0	Asthma	Spleen	Date J45 first reported (asthma);Date J46 first reported (status asthmaticus)	0	0	0	Not druggable	6	0
HLA-DQB1	348	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	1	0	1	0	1.57228296524083	4	6835596	99.7138818504466	neurological	Other conditions of brain	0	0	BrainAmygdala	0	BrainAmygdala	0	0	{celiac disease, susceptibility to}, 212750 (3)	Type 1 diabetes with coma	Not druggable	6	0
DPH1	415	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6794027	99.1074963421981	circulatory system	Pulmonary heart disease	0	Pulmonary heart disease	BrainCortex;NerveTibial	0	BrainCortex;NerveTibial	Date I26 first reported (pulmonary embolism)	0	0	0	Not druggable	5	0
NLRP12	366	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6758428	98.5881978816112	sense organs	Cataract	0	Senile cataract	0	0	0	Date H26 first reported (other cataract)	0	0	0	Not druggable	4	0
ZNF611	939	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6813437	99.390638652937	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	MuscleSkeletal;Ovary;SkinNotSunExposedSuprapubic	0	0	Date L25 first reported (unspecified contact dermatitis)	0	0	0	Not druggable	5	0
GK5	351	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6739862	98.3173673745954	neurological	Other peripheral nerve disorders	0	Other peripheral nerve disorders	0	0	0	Date G56 first reported (mononeuropathies of upper limb)	0	0	0	Not druggable	4	0
ATXN7	250	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	1	0	0	1	1.64411128761573	4	6838538	99.7567981141351	endocrine/metabolic	Diabetes mellitus	0	Non-cancer illness code, self-reported: diabetes;Type 2 diabetes;Diabetes mellitus	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes;Diabetes | non-cancer illness code, self-reported	Not druggable	6	0
HLA-DQB1	519	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6764676	98.6793402390299	respiratory	Other diseases of respiratory system, not elsewhere classified	0	0	0	Other diseases of respiratory system, not elsewhere classified,Other diseases of respiratory system, NEC	0	0	0	0	0	Not druggable	4	0
ZNF462	550	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	1	0	0	1	1.97944149246805	5	6847204	99.8832129139735	digestive	Abdominal hernia	0	Diagnoses - main ICD10: K43 Ventral hernia	AdiposeVisceralOmentum;BrainPutamenbasalganglia;ColonTransverse	0	0	Date K42 first reported (umbilical hernia);Date K43 first reported (ventral hernia);Date K45 first reported (other abdominal hernia)	0	0	Umbilical hernia | non-cancer illness code, self-reported	Not druggable	6	0
MST1	454	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6794339	99.112047625091	circulatory system	Varicose veins	0	Varicose veins;Varicose veins of lower extremity	AdiposeSubcutaneous;ArteryTibial	0	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryTibial	Date I83 first reported (varicose veins of lower extremities);Date I86 first reported (varicose veins of other sites)	0	0	0	DRUGGABLE GENOME	5	0
NRBP1	274	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	0	0	0	1	1.74444126689962	4	6840736	99.7888613186175	endocrine/metabolic	Gout and other crystal arthropathies	0	Non-cancer illness code, self-reported: gout;Gout;Gout and other crystal arthropathies	0	Gout	0	Date M10 first reported (gout)	0	0	0	DRUGGABLE GENOME	6	0
SLC12A1	275	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0	1.55618277367634	3	6835416	99.7112561103161	endocrine/metabolic	Disorders of mineral metabolism	0	0	0	0	0	Date E83 first reported (disorders of mineral metabolism)	hypercalcaemia%2c idiopathic infantile;bartter syndrome with hyperparathyroidism and hypercalcemia;bartter syndrome%2c antenatal	bartter syndrome, type 1, 601678 (3)	0	DRUGGABLE GENOME	6	0
FAM118A	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6816811	99.4398566929387	circulatory system	Ischemic Heart Disease	0	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryCoronary;ArteryTibial;BreastMammaryTissue;Lung	0	0	Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	Not druggable	5	0
NEU1	371	NA	NA	NA	NA	NA	0	1	1	0	0	1	0	0	0	1	0	1.81311919960029	4	6842824	99.8193199041313	sense organs	Inflammation of the eye	0	Uveitis, noninfectious or NOS;Inflammation of eyelids;Inflammation of the eye	0	Inflammation of eyelids,Inflammation of the eye	EsophagusMuscularis	Date H20 first reported (iridocyclitis);Date H01 first reported (other inflammation of eyelid)	0	0	0	DRUGGABLE GENOME	6	0
TENM4	327	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	1	1	0	1	1.57962947173284	5	6835848	99.7175578866293	neurological	Sleep disorders	0	0	NerveTibial	0	0	Date F51 first reported (nonorganic sleep disorders)	0	0	Total protein levels x insomnia interaction	Not druggable	6	0
TBL1XR1	696	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	1	1.09385190398394	3	6781051	98.9182096536795	dermatologic	Psoriasis and related disorders	0	0	0	0	0	Date L40 first reported (psoriasis)	0	0	Inflammatory skin disease [Opposed]	Not druggable	5	0
HNF4A	574	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	1	1	0	0	1.98493716858681	4	6847522	99.8878517215373	digestive	Cholelithiasis and cholecystitis	0	Non-cancer illness code, self-reported: cholelithiasis/gall stones;Diagnoses - main ICD10: K80 Cholelithiasis;Cholelithiasis with other cholecystitis;Cholelithiasis;Cholelithiasis and cholecystitis	0	0	0	Date K80 first reported (cholelithiasis)	0	0	"Cholelithiasis, broad definition with cholecystitis";Cholelithiasis with other cholecystitis;Cholelithiasis;Cholelithiasis/gall stones | non-cancer illness code, self-reported;Cholelithiasis and cholecystitis;Cholecystitis;Cholelithiasis or gall stones	DRUGGABLE GENOME	6	0
CD226	695	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6802246	99.2273905540458	dermatologic	Erythematous conditions	0	0	0	0	0	Date L71 first reported (rosacea)	0	0	Systemic lupus erythematosus	DRUGGABLE GENOME	5	0
WDR97	272	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6773998	98.8153244028994	endocrine/metabolic	Disorders of lipoid metabolism	0	Non-cancer illness code, self-reported: high cholesterol	ArteryTibial;Liver	0	0	0	0	0	0	Not druggable	5	0
